Week starting,App,Downloads,Install Base,Open Rate,Retention D1,Retention D7,Retention D30,Active Users,Total Minutes,Avg Sessions Per User,Avg Session Duration,Avg Time Per User,Avg Active Days              
5/27/2016,Xihu,95648,10023537,24.00%,30.69%,11.83%,8.17%,2405569,282227612,13.59,00:08:20,01:57:19,2.84
6/3/2016,Xihu,88133,10036054,24.21%,30.69%,11.83%,8.17%,2429952,318891661,13.48,00:09:36,02:11:14,2.83
6/10/2016,Xihu,82541,10047538,24.53%,31.08%,11.24%,6.98%,2464236,334280204,13.17,00:10:26,02:15:39,2.83
6/17/2016,Xihu,81390,10162890,23.97%,31.48%,10.63%,5.75%,2435619,333858331,13.17,00:10:25,02:17:04,2.81
6/24/2016,Xihu,80240,10051744,24.44%,31.48%,10.63%,5.75%,2456638,308576990,12.95,00:09:43,02:05:37,2.78
7/1/2016,Xihu,87546,10025512,23.92%,31.48%,10.63%,5.75%,2397844,296617045,13.43,00:09:09,02:03:42,2.75
7/8/2016,Xihu,105484,10062572,25.10%,31.48%,10.63%,5.75%,2525704,295724281,12.44,00:09:05,01:57:05,2.77
7/15/2016,Xihu,106151,10205531,24.46%,30.01%,11.43%,5.22%,2496127,291912958,12.23,00:09:17,01:56:57,2.82
7/22/2016,Xihu,91269,10829470,23.83%,28.65%,12.17%,4.72%,2580313,324323923,13.19,00:09:25,02:05:42,2.85
7/29/2016,Xihu,96234,10743093,25.14%,28.65%,12.17%,4.72%,2700322,301418100,12.39,00:08:48,01:51:37,2.7
8/5/2016,Xihu,89183,10717757,24.04%,28.65%,12.17%,4.72%,2576931,377888372,13.6,00:10:48,02:26:39,2.82
8/12/2016,Xihu,104983,10940548,24.58%,29.32%,12.61%,4.92%,2689610,322050469,13.12,00:08:59,01:59:44,2.78
8/19/2016,Xihu,100464,10859076,23.70%,30.01%,13.06%,5.12%,2573307,306137971,12.78,00:09:14,01:58:58,2.85
8/26/2016,Xihu,100119,10932727,24.90%,30.01%,13.06%,5.12%,2722284,292691883,11.98,00:08:49,01:47:31,2.69
9/2/2016,Xihu,103304,11045720,23.39%,30.01%,13.06%,5.12%,2583325,301839226,12.38,00:09:21,01:56:50,2.68
9/9/2016,Xihu,105944,11046277,25.03%,29.66%,12.30%,5.54%,2764739,336193580,13.34,00:09:00,02:01:36,2.72
9/16/2016,Xihu,105096,10739844,27.57%,29.35%,11.64%,5.91%,2961195,344833957,13.32,00:08:33,01:56:27,2.79
9/23/2016,Xihu,116510,10906841,27.86%,29.35%,11.64%,5.91%,3039042,327702439,12.19,00:08:50,01:47:50,2.7
9/30/2016,Xihu,122154,10962934,27.56%,29.35%,11.64%,5.91%,3021635,319960207,12.1,00:08:40,01:45:53,2.76
10/7/2016,Xihu,103450,11216486,25.60%,29.35%,11.64%,5.91%,2871439,298216944,11.91,00:08:45,01:43:51,2.69
10/14/2016,Xihu,98726,11201239,26.79%,28.69%,11.67%,6.26%,3001353,324589577,11.97,00:09:04,01:48:09,2.67
10/21/2016,Xihu,99738,11108490,27.59%,28.08%,11.71%,6.58%,3064895,327402668,11.93,00:09:00,01:46:49,2.66
10/28/2016,Xihu,103065,11416521,25.98%,28.08%,11.71%,6.58%,2965952,370638609,13.3,00:09:26,02:04:58,2.67
11/4/2016,Xihu,104118,11524866,25.80%,28.08%,11.71%,6.58%,,324255913,12.24,00:08:53,01:49:04,2.72
11/11/2016,Xihu,96467,11827100,24.87%,28.17%,12.09%,6.58%,,276687204,11.72,00:08:00,01:34:04,2.63
11/18/2016,Xihu,85150,11644744,24.78%,28.27%,12.51%,n/a,,272116609,11.17,00:08:25,01:34:17,2.57
11/25/2016,Xihu,80871,11566197,24.85%,28.27%,12.51%,n/a,,288715961,11.39,00:08:54,01:40:26,2.61
12/2/2016,Xihu,79269,11536856,23.26%,28.27%,12.51%,n/a,,287170293,11.71,00:09:06,01:47:01,2.73
12/9/2016,Xihu,76094,11518860,23.59%,28.27%,12.51%,n/a,,310859048,11.95,00:09:30,01:54:24,2.78
12/16/2016,Xihu,80148,11608556,23.10%,n/a,n/a,n/a,,298814008,11.94,00:09:17,01:51:26,2.71
12/23/2016,Xihu,82332,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
1/1/2016,Yangzi,413333,75292871,49.90%,49.95%,38.82%,31.92%,37572300,2341609218,33.22,00:01:55,01:02:19,3.8
1/8/2016,Yangzi,428281,75207924,50.05%,49.95%,38.82%,31.92%,37642550,2251984784,33.34,00:01:49,00:59:50,3.79
1/15/2016,Yangzi,411417,75555564,50.91%,50.81%,38.84%,30.23%,38466007,2341228287,33.91,00:01:50,01:00:52,3.83
1/22/2016,Yangzi,478857,75552843,54.73%,51.25%,38.85%,29.37%,41346707,2797533085,36.76,00:01:52,01:07:40,3.87
1/29/2016,Yangzi,485630,76327273,51.93%,51.25%,38.85%,29.37%,39634002,2398521215,33.52,00:01:50,01:00:31,3.81
2/5/2016,Yangzi,486420,76469966,50.90%,51.25%,38.85%,29.37%,38926306,2509527312,34.63,00:01:52,01:04:28,3.78
2/12/2016,Yangzi,466700,77014475,51.19%,53.32%,40.55%,31.26%,39423404,2366319723,32.74,00:01:51,01:00:01,3.78
2/19/2016,Yangzi,436784,77759453,50.43%,55.35%,42.21%,33.12%,39215003,2273268463,31.64,00:01:52,00:57:58,3.81
2/26/2016,Yangzi,395915,77890976,49.77%,55.35%,42.21%,33.12%,38766430,2285371349,32.21,00:01:51,00:58:57,3.79
3/4/2016,Yangzi,420925,77634120,50.01%,55.35%,42.21%,33.12%,38827242,2591268839,33.07,00:02:02,01:06:44,3.75
3/11/2016,Yangzi,550705,77382320,49.45%,55.35%,42.21%,33.12%,38263883,2488571616,33.5,00:01:57,01:05:02,3.74
3/18/2016,Yangzi,494596,77674926,51.28%,57.41%,47.33%,36.05%,39833081,2708221267,33.58,00:02:04,01:07:59,3.83
3/25/2016,Yangzi,469708,78288165,51.66%,57.41%,47.33%,36.05%,40443430,2617154461,34.54,00:01:54,01:04:43,3.86
4/1/2016,Yangzi,706735,79196159,53.12%,57.41%,47.33%,36.05%,42067835,2540289120,32.4,00:01:54,01:00:23,3.86
4/8/2016,Yangzi,576395,80153651,53.69%,57.41%,47.33%,36.05%,43037958,2723080421,33.06,00:01:58,01:03:16,3.97
4/15/2016,Yangzi,508686,81100953,53.38%,55.40%,42.24%,32.22%,43291286,2771469334,32.71,00:02:01,01:04:01,3.96
4/22/2016,Yangzi,454517,81205436,53.70%,53.18%,36.64%,28.02%,43604256,2698182327,34.15,00:01:51,01:01:53,4.01
4/29/2016,Yangzi,397945,81273674,52.48%,53.18%,36.64%,28.02%,42652547,2735930349,32.74,00:02:01,01:04:09,3.95
5/6/2016,Yangzi,413481,81284069,51.54%,53.18%,36.64%,28.02%,41892374,2431289210,32.11,00:01:51,00:58:02,3.94
5/13/2016,Yangzi,398978,80998496,52.21%,51.54%,37.60%,28.07%,42287248,2453422376,32.91,00:01:47,00:58:01,3.89
5/20/2016,Yangzi,413590,80107037,51.38%,50.04%,38.48%,28.13%,41157810,2391718165,32.48,00:01:49,00:58:07,3.88
5/27/2016,Yangzi,376806,79562047,51.29%,50.04%,38.48%,28.13%,40805296,2356177918,32.53,00:01:48,00:57:45,3.92
6/3/2016,Yangzi,373913,79155116,51.54%,50.04%,38.48%,28.13%,40800484,2465333574,31.83,00:01:57,01:00:25,3.96
6/10/2016,Yangzi,353449,79454320,51.10%,49.90%,40.22%,27.42%,40598978,2377984455,31.88,00:01:53,00:58:34,3.94
6/17/2016,Yangzi,358144,78997388,50.98%,49.74%,42.08%,26.68%,40272943,2310705528,32.9,00:01:46,00:57:23,3.97
6/24/2016,Yangzi,343240,78557396,51.20%,49.74%,42.08%,26.68%,40224928,2446749506,31.54,00:01:58,01:00:50,3.89
7/1/2016,Yangzi,352274,78158994,51.43%,49.74%,42.08%,26.68%,40198226,2382429371,31.59,00:01:56,00:59:16,3.92
7/8/2016,Yangzi,339964,77850754,50.93%,49.74%,42.08%,26.68%,39649142,2270936321,32.35,00:01:48,00:57:17,3.9
7/15/2016,Yangzi,357366,77622604,51.24%,50.75%,41.87%,28.25%,39771622,2252074268,31.45,00:01:50,00:56:38,3.89
7/22/2016,Yangzi,339839,78466208,50.93%,51.74%,41.67%,29.79%,39963135,2258964019,31.36,00:01:50,00:56:32,3.88
7/29/2016,Yangzi,343953,77919127,51.44%,51.74%,41.67%,29.79%,40078588,2269264202,31.97,00:01:48,00:56:37,3.92
8/5/2016,Yangzi,360270,77730938,51.34%,51.74%,41.67%,29.79%,39910914,2511039322,32.37,00:01:59,01:02:55,3.88
8/12/2016,Yangzi,357455,78029384,51.41%,49.09%,40.56%,28.60%,40111392,2455203066,31.04,00:02:01,01:01:13,3.84
8/19/2016,Yangzi,410720,78170144,51.50%,46.36%,39.42%,27.39%,40260597,2508380892,33.33,00:01:54,01:02:18,3.89
8/26/2016,Yangzi,413784,78428566,51.75%,46.36%,39.42%,27.39%,40589836,2620969242,32.53,00:02:03,01:04:34,3.88
9/2/2016,Yangzi,439328,78462199,51.02%,46.36%,39.42%,27.39%,40027904,2453620565,33.68,00:01:51,01:01:18,3.89
9/9/2016,Yangzi,538810,79138737,52.09%,48.57%,39.65%,29.70%,41227251,2424051403,31.54,00:01:55,00:58:48,3.86
9/16/2016,Yangzi,471561,78570902,52.36%,50.70%,39.88%,31.93%,41139084,2493624404,32.14,00:01:57,01:00:37,3.85
9/23/2016,Yangzi,435127,78692841,51.83%,50.70%,39.88%,31.93%,40783954,2554364455,33.46,00:01:55,01:02:38,3.89
9/30/2016,Yangzi,405808,78630030,52.00%,50.70%,39.88%,31.93%,40889343,2582109812,34.07,00:01:53,01:03:09,3.98
10/7/2016,Yangzi,412879,78656051,52.64%,50.70%,39.88%,31.93%,41407381,2698325564,35.04,00:01:54,01:05:10,4.05
10/14/2016,Yangzi,409901,79588361,51.93%,50.03%,41.45%,33.51%,41331183,2588882492,34.29,00:01:53,01:02:38,4.04
10/21/2016,Yangzi,412987,79148595,52.15%,49.40%,42.96%,35.04%,41277833,2574586644,33.94,00:01:53,01:02:22,3.99
10/28/2016,Yangzi,432930,78542773,53.81%,49.40%,42.96%,35.04%,42266504,2784965080,34.32,00:01:59,01:05:53,4.03
11/4/2016,Yangzi,385094,75900974,52.43%,49.40%,42.96%,35.04%,39794814,2415683090,33.79,00:01:52,01:00:42,4
11/11/2016,Yangzi,408805,79180453,51.49%,48.24%,39.95%,35.04%,40769230,2542137757,33.71,00:01:55,01:02:21,4.03
11/18/2016,Yangzi,407720,79081151,52.09%,47.03%,36.79%,n/a,41193737,2510950402,32.56,00:01:56,01:00:57,3.98
11/25/2016,Yangzi,378785,78763596,52.44%,47.03%,36.79%,n/a,41300170,2487004357,31.76,00:01:57,01:00:13,3.98
12/2/2016,Yangzi,392889,78227399,51.99%,47.03%,36.79%,n/a,40667392,2483736797,32.21,00:01:57,01:01:04,4.05
12/9/2016,Yangzi,415885,77995885,52.47%,47.03%,36.79%,n/a,40924665,2541027303,32.45,00:01:58,01:02:05,4
12/16/2016,Yangzi,388325,78594310,52.00%,n/a,n/a,n/a,40865619,2504379877,32.23,00:01:58,01:01:17,4
12/23/2016,Yangzi,384783,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
1/1/2016,Zhujiang,58350,5540702,62.51%,42.49%,27.58%,23.61%,3463501,495878489,68.91,00:02:19,02:23:10,4.85
1/8/2016,Zhujiang,63453,5535966,62.98%,42.49%,27.58%,23.61%,3486653,485560464,68.58,00:02:19,02:19:16,4.84
1/15/2016,Zhujiang,58552,5643006,60.23%,43.80%,24.97%,20.66%,3398601,478010399,69.24,00:02:17,02:20:39,4.81
1/22/2016,Zhujiang,61790,5598073,60.23%,44.51%,23.56%,19.06%,3371649,551316067,75.53,00:02:27,02:43:31,4.87
1/29/2016,Zhujiang,59351,5582510,59.31%,44.51%,23.56%,19.06%,3311193,474164445,68.26,00:02:19,02:23:12,4.8
2/5/2016,Zhujiang,65944,5591639,59.86%,44.51%,23.56%,19.06%,3347168,449831024,62.46,00:02:26,02:14:23,4.66
2/12/2016,Zhujiang,65236,5630733,58.78%,45.47%,25.73%,19.44%,3309989,460432937,64.72,00:02:27,02:19:06,4.78
2/19/2016,Zhujiang,67367,5802505,58.14%,46.38%,27.80%,19.81%,3373686,492216413,67.23,00:02:28,02:25:54,4.84
2/26/2016,Zhujiang,63801,5691711,58.28%,46.38%,27.80%,19.81%,3317253,472759614,70.75,00:02:14,02:22:31,4.7
3/4/2016,Zhujiang,57921,5600359,59.73%,46.38%,27.80%,19.81%,3345272,518851693,71.18,00:02:30,02:35:06,4.71
3/11/2016,Zhujiang,69666,5646314,60.71%,46.38%,27.80%,19.81%,3427895,486330663,68.25,00:02:17,02:21:52,4.67
3/18/2016,Zhujiang,52139,5619203,60.40%,48.36%,26.85%,21.81%,3393886,490745776,67.97,00:02:27,02:24:36,4.77
3/25/2016,Zhujiang,47747,5709646,58.36%,48.36%,26.85%,21.81%,3331954,473735970,65.62,00:02:28,02:22:11,4.76
4/1/2016,Zhujiang,48956,5712246,58.73%,48.36%,26.85%,21.81%,3354763,468133422,64.05,00:02:30,02:19:33,4.7
4/8/2016,Zhujiang,50626,5697442,61.59%,48.36%,26.85%,21.81%,3509228,524189832,71.01,00:02:23,02:29:22,4.67
4/15/2016,Zhujiang,51337,5732462,60.43%,47.58%,26.00%,22.56%,3464172,535364244,69.53,00:02:30,02:34:33,4.64
4/22/2016,Zhujiang,47986,5748241,59.11%,46.70%,25.04%,23.40%,3397854,538718941,68.72,00:02:47,02:38:33,4.75
4/29/2016,Zhujiang,47632,5780277,59.31%,46.70%,25.04%,23.40%,3428434,512451802,70.46,00:02:24,02:29:28,4.8
5/6/2016,Zhujiang,45618,5842708,58.93%,46.70%,25.04%,23.40%,3443120,458799953,65.44,00:02:18,02:13:15,4.64
5/13/2016,Zhujiang,48429,5884235,58.41%,45.88%,24.52%,22.84%,3437030,510854108,67.62,00:02:34,02:28:38,4.7
5/20/2016,Zhujiang,46932,5891718,57.41%,45.12%,24.05%,22.32%,3382192,485405971,67.42,00:02:30,02:23:31,4.8
5/27/2016,Zhujiang,47449,5950788,57.73%,45.12%,24.05%,22.32%,3435247,504762283,66.05,00:02:36,02:26:56,4.65
6/3/2016,Zhujiang,44989,5941612,57.73%,45.12%,24.05%,22.32%,3430085,514927096,67.49,00:02:37,02:30:07,4.78
6/10/2016,Zhujiang,47751,5943446,58.33%,47.89%,24.47%,21.61%,3466715,489230859,64.66,00:02:34,02:21:07,4.77
6/17/2016,Zhujiang,49568,5989180,58.73%,50.65%,24.89%,20.91%,3517200,506090429,65.37,00:02:34,02:23:53,4.73
6/24/2016,Zhujiang,47670,6014130,58.85%,50.65%,24.89%,20.91%,3539434,519165357,66.41,00:02:32,02:26:41,4.68
7/1/2016,Zhujiang,49124,6027920,58.79%,50.65%,24.89%,20.91%,3544032,515222507,68.8,00:02:25,02:25:23,4.73
7/8/2016,Zhujiang,45904,6037266,58.44%,50.65%,24.89%,20.91%,3528474,529874357,70.74,00:02:29,02:30:10,4.75
7/15/2016,Zhujiang,46666,6076350,58.66%,50.64%,28.27%,20.91%,3564422,517973905,65.34,00:02:36,02:25:19,4.63
7/22/2016,Zhujiang,49478,6095695,58.12%,50.64%,31.50%,20.90%,3542595,472548609,64.89,00:02:24,02:13:23,4.67
7/29/2016,Zhujiang,51510,6099822,58.45%,50.64%,31.50%,20.90%,3565067,460889462,64.83,00:02:22,02:09:17,4.78
8/5/2016,Zhujiang,48311,6105460,59.12%,50.64%,31.50%,20.90%,3609297,483342659,65.28,00:02:20,02:13:55,4.63
8/12/2016,Zhujiang,47180,6180488,59.32%,51.25%,30.58%,21.74%,3666212,551135522,64.84,00:02:43,02:30:20,4.68
8/19/2016,Zhujiang,48880,6182446,58.64%,51.87%,29.66%,22.58%,3625329,549638165,67.3,00:02:37,02:31:37,4.81
8/26/2016,Zhujiang,50568,6206035,58.13%,51.87%,29.66%,22.58%,3607456,509647538,64.41,00:02:36,02:21:17,4.79
9/2/2016,Zhujiang,49901,6197822,59.58%,51.87%,29.66%,22.58%,3692892,462667257,64.96,00:02:12,02:05:17,4.6
9/9/2016,Zhujiang,47949,6240861,58.16%,48.87%,30.28%,21.43%,3629869,458940016,61.79,00:02:22,02:06:26,4.69
9/16/2016,Zhujiang,48764,6361587,58.04%,46.07%,30.86%,20.37%,3692117,461440257,63.14,00:02:16,02:04:59,4.67
9/23/2016,Zhujiang,48871,6353544,59.85%,46.07%,30.86%,20.37%,3802637,525366461,65.24,00:02:19,02:18:10,4.55
9/30/2016,Zhujiang,50776,6441186,58.01%,46.07%,30.86%,20.37%,3736480,477245390,63.01,00:02:14,02:07:44,4.68
10/7/2016,Zhujiang,50373,6525183,57.74%,46.07%,30.86%,20.37%,3767782,475425227,62.86,00:02:13,02:06:11,4.8
10/14/2016,Zhujiang,47624,6571952,57.59%,43.41%,29.62%,19.29%,3784664,479659785,60.53,00:02:23,02:06:44,4.77
10/21/2016,Zhujiang,49528,6555600,58.01%,40.72%,28.37%,18.20%,3802790,492702503,62.63,00:02:19,02:09:34,4.76
10/28/2016,Zhujiang,44672,6525701,57.72%,40.72%,28.37%,18.20%,3766361,460488186,63.7,00:02:06,02:02:16,4.8
11/4/2016,Zhujiang,47168,6694750,58.98%,40.72%,28.37%,18.20%,,508719170,67.35,00:02:05,02:08:50,4.68
11/11/2016,Zhujiang,45678,6765139,57.84%,41.06%,29.85%,18.20%,,539730754,70.41,00:02:07,02:17:56,4.75
11/18/2016,Zhujiang,43013,6759499,58.65%,41.39%,31.28%,n/a,,557909634,66.91,00:02:20,02:20:44,4.59
11/25/2016,Zhujiang,42738,6759203,59.56%,41.39%,31.28%,n/a,,631365117,73.13,00:02:24,02:36:49,4.72
12/2/2016,Zhujiang,47194,6755501,61.20%,41.39%,31.28%,n/a,,608542861,70.38,00:02:19,02:27:11,4.81
12/9/2016,Zhujiang,50937,6727239,63.93%,41.39%,31.28%,n/a,,647830782,70.98,00:02:23,02:30:38,4.84
12/16/2016,Zhujiang,47993,6766362,64.51%,n/a,n/a,n/a,,671525775,72.88,00:02:24,02:33:50,4.88
12/23/2016,Zhujiang,49002,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
